index, address, array, ip_fold_1, pf_degree, valid, ppf_prediction
29, 66448396, ( 263 265 267 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
30, 66448395, ( 262 264 ), ( 0 931 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
31, 66448394, ( 261 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
32, 36241375, ( 260 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
33, 66448390, ( 257 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
34, 66448389, ( 256 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
35, 66448388, ( 255 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
36, 82343745, ( 253 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
37, 82343746, ( 251 254 ), ( 0 0 ), ( 1 1 ), ( 1 1 ), ( 1 1 )
38, 57445241, ( 114 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
39, 57445236, ( 113 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
40, 57445231, ( 112 ), ( 832 ), ( 3 ), ( 1 ), ( 1 )
41, 72525795, ( 9 11 13 ), ( 0 0 1020 ), ( 1 2 3 ), ( 0 0 0 ), ( 1 0 1 )
42, 106634355, ( 92 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
43, 57445211, ( 337 ), ( 0 ), ( 2 ), ( 1 ), ( 1 )
44, 57574482, ( 72 74 76 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
45, 72525794, ( 6 8 10 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
46, 57574495, ( 108 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
47, 32317028, ( 117 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
48, 57574474, ( 48 50 52 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
49, 11949978, ( 139 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
50, 57574476, ( 54 56 58 ), ( 0 0 1020 ), ( 1 2 3 ), ( 0 0 0 ), ( 1 0 1 )
51, 72525793, ( 3 5 7 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
52, 57574494, ( 105 107 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 1 0 )
53, 72525802, ( 30 32 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 1 0 )
54, 32317027, ( 116 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
55, 57574473, ( 45 47 49 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
56, 57574475, ( 51 53 55 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
57, 57574493, ( 102 104 106 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
58, 72525801, ( 27 29 31 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
59, 32317026, ( 115 ), ( 507 ), ( 3 ), ( 1 ), ( 1 )
60, 57574472, ( 42 44 46 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
61, 57574492, ( 99 101 103 334 ), ( 0 0 1020 0 ), ( 1 2 3 2 ), ( 1 1 1 1 ), ( 1 0 1 1 )
62, 72525800, ( 24 26 28 ), ( 0 0 1020 ), ( 1 2 3 ), ( 0 0 0 ), ( 1 0 1 )
63, 57574471, ( 41 43 ), ( 0 1020 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
64, 57574491, ( 96 98 100 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
65, 72525799, ( 21 23 25 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
66, 57574470, ( 40 ), ( 1020 ), ( 3 ), ( 1 ), ( 1 )
67, 57574490, ( 90 95 97 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
68, 72525798, ( 18 20 22 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
69, 57574489, ( 87 89 94 ), ( 0 0 1020 ), ( 1 2 3 ), ( 0 0 0 ), ( 1 0 1 )
70, 72525797, ( 15 17 19 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
71, 57574488, ( 86 88 333 ), ( 0 1020 931 ), ( 2 3 3 ), ( 1 1 1 ), ( 0 1 1 )
72, 72525796, ( 12 14 16 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
73, 57445216, ( 338 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
74, 57574487, ( 85 ), ( 1020 ), ( 3 ), ( 1 ), ( 1 )
75, 36241372, ( 209 232 246 ), ( 0 0 555 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
76, 57574486, ( 84 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
77, 36241371, ( 191 208 231 ), ( 0 0 555 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
78, 108127299, ( 234 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
79, 57574485, ( 81 83 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 1 0 )
80, 36241370, ( 174 190 207 ), ( 0 0 555 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
81, 57574484, ( 78 80 82 ), ( 0 0 1020 ), ( 1 2 3 ), ( 0 0 0 ), ( 1 0 1 )
82, 72525792, ( 2 4 ), ( 0 1020 ), ( 2 3 ), ( 0 0 ), ( 0 1 )
83, 36241369, ( 173 189 ), ( 0 555 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
84, 57574483, ( 75 77 79 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
85, 72525791, ( 1 ), ( 1020 ), ( 3 ), ( 1 ), ( 1 )
86, 57445206, ( 336 ), ( 832 ), ( 3 ), ( 1 ), ( 1 )
87, 57574477, ( 57 59 61 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
88, 57574478, ( 60 62 64 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
89, 57574479, ( 63 65 67 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
90, 57574480, ( 66 68 70 ), ( 0 0 1020 ), ( 1 2 3 ), ( 0 0 0 ), ( 1 0 1 )
91, 57574481, ( 69 71 73 ), ( 0 0 1020 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
92, 108127300, ( 235 237 ), ( 0 931 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
93, 108127301, ( 236 238 240 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
94, 108127302, ( 239 241 243 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
95, 108127303, ( 242 244 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 1 0 )
96, 108127304, ( 245 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
97, 25780083, ( 200 201 ), ( 0 931 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
98, 17384407, ( 165 167 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 1 0 )
99, 13652767, ( 138 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
100, 25780084, ( 202 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
101, 17384408, ( 168 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
102, 36241368, ( 172 ), ( 555 ), ( 3 ), ( 1 ), ( 1 )
103, 11949979, ( 140 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
104, 66438605, ( 169 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
105, 11949980, ( 141 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
106, 66438606, ( 170 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
107, 66438607, ( 171 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
108, 72525803, ( 33 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
109, 97642670, ( 175 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
110, 13652758, ( 118 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
111, 17384398, ( 142 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
112, 97642671, ( 176 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
113, 17384399, ( 143 145 ), ( 0 931 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
114, 13652759, ( 119 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
115, 97642672, ( 177 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
116, 106634356, ( 93 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
117, 82343744, ( 250 252 ), ( 0 931 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
118, 13652760, ( 120 122 ), ( 0 931 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
119, 17384400, ( 144 146 148 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
120, 97642673, ( 178 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
121, 13652761, ( 121 123 125 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
122, 17384401, ( 147 149 151 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
123, 97642674, ( 179 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
124, 25780082, ( 198 199 ), ( 0 931 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
125, 17384406, ( 162 164 166 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
126, 13652766, ( 135 137 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 1 0 )
127, 97642679, ( 188 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
128, 17384402, ( 150 152 154 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
129, 13652762, ( 124 126 128 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
130, 97642675, ( 180 181 ), ( 0 931 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
131, 25780078, ( 192 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
132, 17384403, ( 153 155 157 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
133, 13652763, ( 127 129 130 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
134, 97642676, ( 182 183 ), ( 0 931 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
135, 25780079, ( 193 194 ), ( 0 931 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
136, 17384404, ( 156 158 160 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
137, 13652764, ( 131 133 ), ( 0 931 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
138, 97642677, ( 184 186 ), ( 0 931 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
139, 25780080, ( 195 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
140, 17384405, ( 159 161 163 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
141, 13652765, ( 132 134 136 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
142, 97642678, ( 185 187 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 1 0 )
143, 25780081, ( 196 197 ), ( 0 931 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
144, 42898598, ( 111 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
145, 17384409, ( 34 ), ( 1020 ), ( 3 ), ( 0 ), ( 1 )
146, 25780085, ( 203 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
147, 42898599, ( 110 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
148, 17384410, ( 35 37 ), ( 0 1020 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
149, 25780086, ( 204 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
150, 42898600, ( 109 ), ( 445 ), ( 3 ), ( 1 ), ( 1 )
151, 17384411, ( 36 38 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 1 0 )
152, 25780087, ( 205 ), ( 0 ), ( 2 ), ( 1 ), ( 0 )
153, 17384412, ( 39 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
154, 25780088, ( 206 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
155, 25780090, ( 210 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
156, 25780091, ( 211 213 ), ( 0 931 ), ( 2 3 ), ( 1 1 ), ( 0 1 )
157, 25780092, ( 212 214 216 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
158, 25780093, ( 215 217 219 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
159, 25780094, ( 218 220 222 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
160, 25780095, ( 221 223 225 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
161, 25780096, ( 224 226 228 ), ( 0 0 931 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
162, 25780097, ( 227 229 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 1 0 )
163, 106634354, ( 91 ), ( 34 ), ( 3 ), ( 1 ), ( 1 )
164, 82343742, ( 249 ), ( 931 ), ( 3 ), ( 1 ), ( 1 )
165, 25780098, ( 230 ), ( 0 ), ( 1 ), ( 1 ), ( 1 )
166, 36241373, ( 233 247 258 ), ( 0 0 555 ), ( 1 2 3 ), ( 1 1 1 ), ( 1 0 1 )
167, 36241374, ( 248 259 ), ( 0 0 ), ( 1 2 ), ( 1 1 ), ( 1 0 )

